row,Year,Product_type,Brand,Title,Ticker,Mkt_Date,Mkt_Date_plus6,close,close_plus6,market_cap_cur,shares_out,year_inc,spx_close,spx_plus6,rtn_vs_spx,rtn,spx
121,2001,Film,Exit Wounds,,TWX,1/29/2001,7/30/2001,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,414.62,451.77,#VALUE!,#VALUE!,0.089610232
122,2001,Film,Hannibal,,N/A,1/29/2001,7/30/2001,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,414.62,451.77,#VALUE!,#VALUE!,0.089610232
123,2001,Film,Swordfish,,TWX,1/29/2001,7/30/2001,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,414.62,451.77,#VALUE!,#VALUE!,0.089610232
124,2001,Film,The Fast and the Furious,,CMCSA,1/29/2001,7/30/2001,$14.25 ,$12.26 ,"$169,754,635,440 ","4,168,827,000",2001,414.62,451.77,-0.229259355,-0.139649123,0.089610232
125,2001,Film,The Mummy Returns,,CMCSA,1/29/2001,7/30/2001,$14.25 ,$12.26 ,"$169,754,635,440 ","4,168,827,000",2001,414.62,451.77,-0.229259355,-0.139649123,0.089610232
133,2002,Film,Austin Powers in Goldmember,,N/A,2/4/2002,8/5/2002,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,410.85,421.08,#VALUE!,#VALUE!,0.02490177
134,2002,Film,Blade II,,N/A,2/4/2002,8/5/2002,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,410.85,421.08,#VALUE!,#VALUE!,0.02490177
135,2002,Film,Collateral Damage,,TWX,2/4/2002,8/5/2002,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,410.85,421.08,#VALUE!,#VALUE!,0.02490177
136,2002,Film,Spider-Man,,SNE,2/4/2002,8/5/2002,$43.25 ,$42.01 ,"$115,531,900,000 ","1,261,082,000",1946,410.85,421.08,-0.05357229,-0.02867052,0.02490177
142,2003,Film,Anger Management,,SNE,1/27/2003,7/28/2003,$41.05 ,$32.21 ,"$115,531,900,000 ","1,261,082,000",1946,425.38,526.08,-0.452055878,-0.215347138,0.23670874
143,2003,Film,Bad Boys II,,SNE,1/27/2003,7/28/2003,$41.05 ,$32.21 ,"$115,531,900,000 ","1,261,082,000",1946,425.38,526.08,-0.452055878,-0.215347138,0.23670874
144,2003,Film,Bruce Almighty,,CMCSA,1/27/2003,7/28/2003,$8.61 ,$10.07 ,"$169,754,635,440 ","4,168,827,000",2001,425.38,526.08,-0.067969697,0.168739043,0.23670874
145,2003,Film,Charlie's Angels: Full Throttle,,SNE,1/27/2003,7/28/2003,$41.05 ,$32.21 ,"$115,531,900,000 ","1,261,082,000",1946,425.38,526.08,-0.452055878,-0.215347138,0.23670874
146,2003,Film,Daredevil,,FOX,1/27/2003,7/28/2003,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,425.38,526.08,#VALUE!,#VALUE!,0.23670874
147,2003,Film,Gods and Generals,,TWX,1/27/2003,7/28/2003,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,425.38,526.08,#VALUE!,#VALUE!,0.23670874
148,2003,Film,Hulk,,CMCSA,1/27/2003,7/28/2003,$8.61 ,$10.07 ,"$169,754,635,440 ","4,168,827,000",2001,425.38,526.08,-0.067969697,0.168739043,0.23670874
149,2003,Film,The Matrix Reloaded,,TWX,1/27/2003,7/28/2003,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,425.38,526.08,#VALUE!,#VALUE!,0.23670874
150,2003,Film,Tears of the Sun,,SNE,1/27/2003,7/28/2003,$41.05 ,$32.21 ,"$115,531,900,000 ","1,261,082,000",1946,425.38,526.08,-0.452055878,-0.215347138,0.23670874
151,2003,Film,Terminator 3: Rise of the Machines,,TWX,1/27/2003,7/28/2003,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,425.38,526.08,#VALUE!,#VALUE!,0.23670874
156,2004,Film,50 First Dates,,SNE,2/2/2004,8/2/2004,$40.50 ,$34.90 ,"$115,531,900,000 ","1,261,082,000",1946,577.23,588.54,-0.157861163,-0.138271605,0.019589558
157,2004,Film,Hidalgo,,DIS,2/2/2004,8/2/2004,$23.47 ,$22.78 ,"$183,393,154,730 ","1,826,807,000",2018,577.23,588.54,-0.048997562,-0.029408005,0.019589558
158,2004,Film,Starsky & Hutch,,TWX,2/2/2004,8/2/2004,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,577.23,588.54,#VALUE!,#VALUE!,0.019589558
159,2004,Film,Secret Window,,SNE,2/2/2004,8/2/2004,$40.50 ,$34.90 ,"$115,531,900,000 ","1,261,082,000",1946,577.23,588.54,-0.157861163,-0.138271605,0.019589558
160,2004,Film,The Alamo,,DIS,2/2/2004,8/2/2004,$23.47 ,$22.78 ,"$183,393,154,730 ","1,826,807,000",2018,577.23,588.54,-0.048997562,-0.029408005,0.019589558
161,2004,Film,Troy,,TWX,2/2/2004,8/2/2004,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,577.23,588.54,#VALUE!,#VALUE!,0.019589558
162,2004,Film,Van Helsing,,GE,2/2/2004,8/2/2004,$201.81 ,$199.59 ,"$110,649,225,600 ","1,088,960,000",1892,577.23,588.54,-0.030591632,-0.011002074,0.019589558
173,2005,Film,Batman Begins,,TWX,2/7/2005,8/8/2005,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,751.15,824.39,#VALUE!,#VALUE!,0.097491034
174,2005,Film,Be Cool,,MGM,2/7/2005,8/8/2005,$39.61 ,$41.93 ,"$17,167,950,000 ","372,891,900",1986,751.15,824.39,-0.038786325,0.058704709,0.097491034
175,2005,Film,Constantine,,TWX,2/7/2005,8/8/2005,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,751.15,824.39,#VALUE!,#VALUE!,0.097491034
176,2005,Film,Hitch,,SNE,2/7/2005,8/8/2005,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,751.15,824.39,#VALUE!,#VALUE!,0.097491034
177,2005,Film,Robots,,FOXA,2/7/2005,8/8/2005,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,751.15,824.39,#VALUE!,#VALUE!,0.097491034
178,2005,Film,Sahara,,VIA,2/7/2005,8/8/2005,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,751.15,824.39,#VALUE!,#VALUE!,0.097491034
179,2005,Film,The Pacifier,,DIS,2/7/2005,8/8/2005,$29.46 ,$25.05 ,"$183,393,154,730 ","1,826,807,000",2018,751.15,824.39,-0.247087792,-0.149596758,0.097491034
180,2005,Film,War of the Worlds,,VIA,2/7/2005,8/8/2005,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,751.15,824.39,#VALUE!,#VALUE!,0.097491034
183,2006,Film,16 Blocks,,TWX,2/6/2006,8/7/2006,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,047.85",952.54,#VALUE!,#VALUE!,-0.090955775
184,2006,Film,Cars,,DIS,2/6/2006,8/7/2006,$24.61 ,$28.98 ,"$183,393,154,730 ","1,826,807,000",2018,"1,047.85",952.54,0.268439095,0.17748332,-0.090955775
185,2006,Film,Mission: Impossible III,,VIA,2/6/2006,8/7/2006,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"1,047.85",952.54,#VALUE!,#VALUE!,-0.090955775
186,2006,Film,Pirates of the Caribbean: Dead Man's Chest,,DIS,2/6/2006,8/7/2006,$24.61 ,$28.98 ,"$183,393,154,730 ","1,826,807,000",2018,"1,047.85",952.54,0.268439095,0.17748332,-0.090955775
187,2006,Film,Poseidon,,TWX,2/6/2006,8/7/2006,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,047.85",952.54,#VALUE!,#VALUE!,-0.090955775
188,2006,Film,Running Scared,,TWX,2/6/2006,8/7/2006,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,047.85",952.54,#VALUE!,#VALUE!,-0.090955775
189,2006,Film,The Shaggy Dog,,DIS,2/6/2006,8/7/2006,$24.61 ,$28.98 ,"$183,393,154,730 ","1,826,807,000",2018,"1,047.85",952.54,0.268439095,0.17748332,-0.090955775
190,2006,Film,V for Vendetta,,TWX,2/6/2006,8/7/2006,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"1,047.85",952.54,#VALUE!,#VALUE!,-0.090955775
194,2008,Film,Iron Man,,VIA,2/4/2008,8/4/2008,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"1,009.62","1,065.62",#VALUE!,#VALUE!,0.055466644
195,2008,Film,Jumper,,NWSA,2/4/2008,8/4/2008,#VALUE!,#VALUE!,"$10,029,180,000 ","575,605,300",2012,"1,009.62","1,065.62",#VALUE!,#VALUE!,0.055466644
196,2008,Film,The Chronicles of Narnia: Prince Caspian,,DIS,2/4/2008,8/4/2008,$30.90 ,$30.37 ,"$183,393,154,730 ","1,826,807,000",2018,"1,009.62","1,065.62",-0.072618747,-0.017152104,0.055466644
197,2008,Film,Wanted,,GE,2/4/2008,8/4/2008,$212.25 ,$169.04 ,"$110,649,225,600 ","1,088,960,000",1892,"1,009.62","1,065.62",-0.259029161,-0.203562517,0.055466644
198,2008,Film,You Don't Mess with the Zohan,,SNE,2/4/2008,8/4/2008,$44.56 ,$37.02 ,"$115,531,900,000 ","1,261,082,000",1946,"1,009.62","1,065.62",-0.224676698,-0.169210054,0.055466644
210,2009,Film,G.I. Joe: The Rise of Cobra,,VIA,2/2/2009,8/3/2009,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,892.77,996.15,#VALUE!,#VALUE!,0.115802218
211,2009,Film,Land of the Lost,,GE,2/2/2009,8/3/2009,$69.73 ,$82.33 ,"$110,649,225,600 ","1,088,960,000",1892,892.77,996.15,0.064920431,0.18072265,0.115802218
212,2009,Film,Monsters vs. Aliens,,DWA,2/2/2009,8/3/2009,$20.20 ,$25.52 ,"$183,393,154,730 ","1,826,807,000",2018,892.77,996.15,0.147564118,0.263366337,0.115802218
213,2009,Film,Star Trek,,VIA,2/2/2009,8/3/2009,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,892.77,996.15,#VALUE!,#VALUE!,0.115802218
214,2009,Film,Transformers: Revenge of the Fallen,,VIA,2/2/2009,8/3/2009,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,892.77,996.15,#VALUE!,#VALUE!,0.115802218
215,2009,Film,Year One,,SNE,2/2/2009,8/3/2009,$19.46 ,$28.62 ,"$115,531,900,000 ","1,261,082,000",1946,892.77,996.15,0.354906929,0.470709147,0.115802218
235,2010,Film,The Back-Up Plan,,SNE,2/8/2010,8/9/2010,$33.01 ,$31.70 ,"$115,531,900,000 ","1,261,082,000",1946,"1,339.69","1,678.92",-0.292900364,-0.039684944,0.25321542
236,2010,Film,Iron Man 2,,VIA,2/8/2010,8/9/2010,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
237,2010,Film,The Last Airbender,,VIA,2/8/2010,8/9/2010,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
238,2010,Film,Prince of Persia: The Sands of Time,,DIS,2/8/2010,8/9/2010,$29.48 ,$35.16 ,"$183,393,154,730 ","1,826,807,000",2018,"1,339.69","1,678.92",-0.060542421,0.192672999,0.25321542
239,2010,Film,Robin Hood,,CMCSA,2/8/2010,8/9/2010,$7.61 ,$9.37 ,"$169,754,635,440 ","4,168,827,000",2001,"1,339.69","1,678.92",-0.021788727,0.231426693,0.25321542
240,2010,Film,Shutter Island,,VIA,2/8/2010,8/9/2010,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
241,2010,Film,The Wolfman,,CMCSA,2/8/2010,8/9/2010,$7.61 ,$9.37 ,"$169,754,635,440 ","4,168,827,000",2001,"1,339.69","1,678.92",-0.021788727,0.231426693,0.25321542
269,2011,Film,Captain America: The First Avenger,,VIA,2/7/2011,8/8/2011,#VALUE!,#VALUE!,"$73,084,010 ","7,186,230",2014,"2,019.23","1,775.85",#VALUE!,#VALUE!,-0.120533326
270,2011,Film,Cowboys & Aliens,,CMCSA,2/7/2011,8/8/2011,$11.77 ,$10.22 ,"$169,754,635,440 ","4,168,827,000",2001,"2,019.23","1,775.85",-0.011582222,-0.132115548,-0.120533326
271,2011,Film,Pirates of the Caribbean: On Stranger Tides,,DIS,2/7/2011,8/8/2011,$40.94 ,$33.03 ,"$183,393,154,730 ","1,826,807,000",2018,"2,019.23","1,775.85",-0.072676249,-0.193209575,-0.120533326
272,2011,Film,Thor,,VIA,2/7/2011,8/8/2011,#VALUE!,#VALUE!,"$73,084,010 ","7,186,230",2014,"2,019.23","1,775.85",#VALUE!,#VALUE!,-0.120533326
273,2011,Film,Transformers: Dark of the Moon,,VIA,2/7/2011,8/8/2011,#VALUE!,#VALUE!,"$73,084,010 ","7,186,230",2014,"2,019.23","1,775.85",#VALUE!,#VALUE!,-0.120533326
286,2012,Film,Act of Valor,,N/A,2/6/2012,8/6/2012,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"2,249.69","2,156.00",#VALUE!,#VALUE!,-0.041646701
287,2012,Film,The Avengers,,DIS,2/6/2012,8/6/2012,$40.46 ,$49.65 ,"$183,393,154,730 ","1,826,807,000",2018,"2,249.69","2,156.00",0.268784615,0.227137914,-0.041646701
288,2012,Film,Battleship,,CMCSA,2/6/2012,8/6/2012,$13.55 ,$17.47 ,"$169,754,635,440 ","4,168,827,000",2001,"2,249.69","2,156.00",0.331421526,0.289774825,-0.041646701
289,2012,Film,John Carter,,DIS,2/6/2012,8/6/2012,$40.46 ,$49.65 ,"$183,393,154,730 ","1,826,807,000",2018,"2,249.69","2,156.00",0.268784615,0.227137914,-0.041646701
290,2012,Film,The Lorax,,CMCSA,2/6/2012,8/6/2012,$13.55 ,$17.47 ,"$169,754,635,440 ","4,168,827,000",2001,"2,249.69","2,156.00",0.331421526,0.289774825,-0.041646701
295,2013,Film,Fast and Furious 6,,CMCSA,2/4/2013,8/5/2013,$19.10 ,$22.82 ,"$169,754,635,440 ","4,168,827,000",2001,"2,476.92","3,021.93",-0.025216255,0.194815397,0.220031651
296,2013,Film,Iron Man 3,,DIS,2/4/2013,8/5/2013,$53.90 ,$66.02 ,"$183,393,154,730 ","1,826,807,000",2018,"2,476.92","3,021.93",0.004829202,0.224860853,0.220031651
297,2013,Film,Oz the Great and Powerful,,DIS,2/4/2013,8/5/2013,$53.90 ,$66.02 ,"$183,393,154,730 ","1,826,807,000",2018,"2,476.92","3,021.93",0.004829202,0.224860853,0.220031651
298,2013,Film,Star Trek Into Darkness,,VIA,2/4/2013,8/5/2013,#VALUE!,#VALUE!,"$73,084,010 ","7,186,230",2014,"2,476.92","3,021.93",#VALUE!,#VALUE!,0.220031651
329,2015,Film,Avengers: Age of Ultron ,,DIS,2/2/2015,8/3/2015,$91.93 ,$121.12 ,"$183,393,154,730 ","1,826,807,000",2018,"3,181.63","3,372.00",0.257689926,0.317524203,0.059834277
330,2015,Film,The Divergent Series: Insurgent ,,LGF.A,2/2/2015,8/3/2015,$28.29 ,$38.91 ,"$2,532,030,000 ","228,957,600",2007,"3,181.63","3,372.00",0.31556339,0.375397667,0.059834277
331,2015,Film,Fifty Shades of Grey ,,CMCSA,2/2/2015,8/3/2015,$26.91 ,$31.61 ,"$169,754,635,440 ","4,168,827,000",2001,"3,181.63","3,372.00",0.114854443,0.17468872,0.059834277
332,2015,Film,Furious 7 ,,CMCSA,2/2/2015,8/3/2015,$26.91 ,$31.61 ,"$169,754,635,440 ","4,168,827,000",2001,"3,181.63","3,372.00",0.114854443,0.17468872,0.059834277
333,2015,Film,Jurassic World ,,CMCSA,2/2/2015,8/3/2015,$26.91 ,$31.61 ,"$169,754,635,440 ","4,168,827,000",2001,"3,181.63","3,372.00",0.114854443,0.17468872,0.059834277
334,2015,Film,Minions ,,CMCSA,2/2/2015,8/3/2015,$26.91 ,$31.61 ,"$169,754,635,440 ","4,168,827,000",2001,"3,181.63","3,372.00",0.114854443,0.17468872,0.059834277
335,2015,Film,Pitch Perfect 2 ,,CMCSA,2/2/2015,8/3/2015,$26.91 ,$31.61 ,"$169,754,635,440 ","4,168,827,000",2001,"3,181.63","3,372.00",0.114854443,0.17468872,0.059834277
336,2015,Film,Ted 2 ,,CMCSA,2/2/2015,8/3/2015,$26.91 ,$31.61 ,"$169,754,635,440 ","4,168,827,000",2001,"3,181.63","3,372.00",0.114854443,0.17468872,0.059834277
337,2015,Film,Terminator Genisys ,,VIAC,2/2/2015,8/3/2015,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
338,2015,Film,Tomorrowland ,,DIS,2/2/2015,8/3/2015,$91.93 ,$121.12 ,"$183,393,154,730 ","1,826,807,000",2018,"3,181.63","3,372.00",0.257689926,0.317524203,0.059834277
376,2016,Film,10 Cloverfield Lane ,,VIAC,2/8/2016,8/8/2016,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
377,2016,Film,Deadpool ,,FOX,2/8/2016,8/8/2016,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
378,2016,Film,Captain America: Civil War ,,DIS,2/8/2016,8/8/2016,$92.12 ,$95.75 ,"$183,393,154,730 ","1,826,807,000",2018,"2,757.00","4,102.00",-0.448443988,0.039405124,0.487849111
379,2016,Film,Independence Day: Resurgence ,,FOX,2/8/2016,8/8/2016,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
380,2016,Film,Jason Bourne ,,CMCSA,2/8/2016,8/8/2016,$29.70 ,$33.54 ,"$169,754,635,440 ","4,168,827,000",2001,"2,757.00","4,102.00",-0.358724532,0.129124579,0.487849111
381,2016,Film,The Jungle Book ,,DIS,2/8/2016,8/8/2016,$92.12 ,$95.75 ,"$183,393,154,730 ","1,826,807,000",2018,"2,757.00","4,102.00",-0.448443988,0.039405124,0.487849111
382,2016,Film,The Secret Life of Pets ,,CMCSA,2/8/2016,8/8/2016,$29.70 ,$33.54 ,"$169,754,635,440 ","4,168,827,000",2001,"2,757.00","4,102.00",-0.358724532,0.129124579,0.487849111
383,2016,Film,Teenage Mutant Ninja Turtles: Out of the Shadows ,,VIAC,2/8/2016,8/8/2016,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
384,2016,Film,X-Men: Apocalypse ,,FOX,2/8/2016,8/8/2016,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
404,2017,Film,Baywatch N/A,,VIAC,2/6/2017,8/7/2017,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
405,2017,Film,The Fate of the Furious N/A,,CMCSA,2/6/2017,8/7/2017,$37.27 ,$39.61 ,"$169,754,635,440 ","4,168,827,000",2001,"4,448.00","5,635.00",-0.204076429,0.062785082,0.266861511
406,2017,Film,Ghost in the Shell N/A,,VIAC,2/6/2017,8/7/2017,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
407,2017,Film,Guardians of the Galaxy Vol. 2 N/A,,DIS,2/6/2017,8/7/2017,$109.57 ,$106.35 ,"$183,393,154,730 ","1,826,807,000",2018,"4,448.00","5,635.00",-0.296249117,-0.029387606,0.266861511
408,2017,Film,Logan ,,FOX,2/6/2017,8/7/2017,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
409,2017,Film,Pirates of the Caribbean: Dead Men Tell No Tales N/A,,DIS,2/6/2017,8/7/2017,$109.57 ,$106.35 ,"$183,393,154,730 ","1,826,807,000",2018,"4,448.00","5,635.00",-0.296249117,-0.029387606,0.266861511
450,2018,Film,Avengers: Infinity War N/A,,DIS,2/5/2018,8/6/2018,$104.70 ,$115.94 ,"$183,393,154,730 ","1,826,807,000",2018,"5,595.00","6,855.00",-0.117846727,0.107354346,0.225201072
451,2018,Film,The Cloverfield Paradox (Netflix) N/A,,N/A,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
452,2018,Film,Mission: Impossible – Fallout N/A,,VIAC,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
453,2018,Film,A Quiet Place ,,VIAC,2/5/2018,8/6/2018,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"5,595.00","6,855.00",#VALUE!,#VALUE!,0.225201072
454,2018,Film,Skyscraper N/A,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
455,2018,Film,Solo: A Star Wars Story N/A,,DIS,2/5/2018,8/6/2018,$104.70 ,$115.94 ,"$183,393,154,730 ","1,826,807,000",2018,"5,595.00","6,855.00",-0.117846727,0.107354346,0.225201072
522,2019,Film,Alita: Battle Angel N/A,,DIS,2/4/2019,8/5/2019,$111.80 ,$138.30 ,"$183,393,154,730 ","1,826,807,000",2018,"6,510.00","8,500.00",-0.068653152,0.237030411,0.305683564
523,2019,Film,Avengers: Endgame N/A,,DIS,2/4/2019,8/5/2019,$111.80 ,$138.30 ,"$183,393,154,730 ","1,826,807,000",2018,"6,510.00","8,500.00",-0.068653152,0.237030411,0.305683564
524,2019,Film,Captain Marvel N/A,,DIS,2/4/2019,8/5/2019,$111.80 ,$138.30 ,"$183,393,154,730 ","1,826,807,000",2018,"6,510.00","8,500.00",-0.068653152,0.237030411,0.305683564
525,2019,Film,Hobbs & Shaw N/A,,CMCSA,2/4/2019,8/5/2019,$36.77 ,$41.61 ,"$169,754,635,440 ","4,168,827,000",2001,"6,510.00","8,500.00",-0.174054518,0.131629045,0.305683564
526,2019,Film,Scary Stories to Tell in the Dark N/A,,LGF.A,2/4/2019,8/5/2019,$17.18 ,$12.62 ,"$2,532,030,000 ","228,957,600",2007,"6,510.00","8,500.00",-0.571108476,-0.265424913,0.305683564
527,2019,Film,Toy Story 4 N/A,,DIS,2/4/2019,8/5/2019,$111.80 ,$138.30 ,"$183,393,154,730 ","1,826,807,000",2018,"6,510.00","8,500.00",-0.068653152,0.237030411,0.305683564
528,2019,Film,Us N/A,,CMCSA,2/4/2019,8/5/2019,$36.77 ,$41.61 ,"$169,754,635,440 ","4,168,827,000",2001,"6,510.00","8,500.00",-0.174054518,0.131629045,0.305683564
529,2019,Film,Wonder Park N/A,,VIAC,2/4/2019,8/5/2019,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"6,510.00","8,500.00",#VALUE!,#VALUE!,0.305683564
555,2020,Film,F9  Trailer,,CMCSA,2/3/2020,8/3/2020,$42.66 ,$42.88 ,"$169,754,635,440 ","4,168,827,000",2001,"9,005.00","10,455.00",-0.155864599,0.005157056,0.161021655
556,2020,Film,The Invisible Man  Trailer,,CMCSA,2/3/2020,8/3/2020,$42.66 ,$42.88 ,"$169,754,635,440 ","4,168,827,000",2001,"9,005.00","10,455.00",-0.155864599,0.005157056,0.161021655
557,2020,Film,Mulan  Trailer,,DIS,2/3/2020,8/3/2020,$141.32 ,$116.35 ,"$183,393,154,730 ","1,826,807,000",2018,"9,005.00","10,455.00",-0.337712852,-0.176691197,0.161021655
95,2000,TV,Oxygen,Baby Girl Power,OXYGN,1/31/2000,7/31/2000,#VALUE!,#VALUE!,#FIELD!,#FIELD!,#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
252,2010,TV,Late Show with David Letterman,,CBS,2/8/2010,8/9/2010, R$ 1.01 , R$ 1.06 ,#FIELD!,#FIELD!,#FIELD!,"1,339.69","1,678.92",-0.208133858,0.045081562,0.25321542
253,2010,TV,NFL Full Contact,,NFLX,2/8/2010,8/9/2010,$8.70 ,$16.70 ,"$141,804,165,489 ","444,541,100",1997,"1,339.69","1,678.92",0.66632481,0.91954023,0.25321542
413,2017,TV,24: Legacy (Fox) N/A,,FOXA,2/6/2017,8/7/2017,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
414,2017,TV,Empire (Fox) N/A,,FOXA,2/6/2017,8/7/2017,#VALUE!,#VALUE!,"$17,242,850,000 ","537,136,200",2018,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
415,2017,TV,Genius (National Geographic) N/A,,DIS,2/6/2017,8/7/2017,$109.57 ,$106.35 ,"$183,393,154,730 ","1,826,807,000",2018,"4,448.00","5,635.00",-0.296249117,-0.029387606,0.266861511
416,2017,TV,Shots Fired (Fox) N/A,,NFLX,2/6/2017,8/7/2017,$140.97 ,$181.33 ,"$141,804,165,489 ","444,541,100",1997,"4,448.00","5,635.00",0.019440539,0.28630205,0.266861511
417,2017,TV,Stranger Things (Netflix) N/A,,NFLX,2/6/2017,8/7/2017,$140.97 ,$181.33 ,"$141,804,165,489 ","444,541,100",1997,"4,448.00","5,635.00",0.019440539,0.28630205,0.266861511
418,2017,TV,The Handmaid's Tale (Hulu) ,,DIS,2/6/2017,8/7/2017,$109.57 ,$106.35 ,"$183,393,154,730 ","1,826,807,000",2018,"4,448.00","5,635.00",-0.296249117,-0.029387606,0.266861511
484,2018,TV,Castle Rock (Hulu) N/A,,DIS,2/5/2018,8/6/2018,$104.70 ,$115.94 ,"$183,393,154,730 ","1,826,807,000",2018,"5,595.00","6,855.00",-0.117846727,0.107354346,0.225201072
485,2018,TV,Good Girls (NBC) N/A,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
486,2018,TV,Rise (NBC) N/A,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
487,2018,TV,This Is Us (NBC) N/A,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
488,2018,TV,Today (NBC) N/A,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
489,2018,TV,Tom Clancy's Jack Ryan (Amazon Prime) N/A,,AMZN,2/5/2018,8/6/2018,$69.50 ,$92.39 ,"$1,061,639,440,535 ","10,260,350,000",1996,"5,595.00","6,855.00",0.104115474,0.329316547,0.225201072
490,2018,TV,Unsolved: The Murders of Tupac & the Notorious B.I.G. (USA Network) N/A,,NFLX,2/5/2018,8/6/2018,$254.26 ,$350.92 ,"$141,804,165,489 ","444,541,100",1997,"5,595.00","6,855.00",0.154960966,0.380162039,0.225201072
